timestamp,z
12:50:06.060,X Y Z Magnitude
12:50:06.064,0.06
12:50:06.074,0.06
12:50:06.086,0.06
12:50:06.100,0.06
12:50:06.107,0.06
12:50:06.119,0.06
12:50:06.132,0.06
12:50:06.144,0.06
12:50:06.150,0.05
12:50:06.166,0.05
12:50:06.178,0.07
12:50:06.188,0.07
12:50:06.194,0.05
12:50:06.210,0.05
12:50:06.222,0.06
12:50:06.235,0.06
12:50:06.242,0.05
12:50:06.255,0.05
12:50:06.267,0.06
12:50:06.279,0.05
12:50:06.284,0.06
12:50:06.296,0.06
12:50:06.313,0.06
12:50:06.325,0.06
12:50:06.333,0.06
12:50:06.344,0.06
12:50:06.357,0.06
12:50:06.370,0.07
12:50:06.377,0.06
12:50:06.387,0.06
12:50:06.399,0.05
12:50:06.415,0.06
12:50:06.424,0.06
12:50:06.436,0.05
12:50:06.448,0.05
12:50:06.460,0.06
12:50:06.468,0.06
12:50:06.480,0.06
12:50:06.493,0.05
12:50:06.498,0.06
12:50:06.511,0.06
12:50:06.525,0.06
12:50:06.538,0.06
12:50:06.547,0.05
12:50:06.558,0.06
12:50:06.571,0.05
12:50:06.583,0.05
12:50:06.591,0.05
12:50:06.603,0.06
12:50:06.615,0.05
12:50:06.628,0.06
12:50:06.636,0.06
12:50:06.649,0.06
12:50:06.660,0.06
12:50:06.672,0.06
12:50:06.681,0.06
12:50:06.693,0.06
12:50:06.706,0.06
12:50:06.718,0.07
12:50:06.727,0.06
12:50:06.739,0.05
12:50:06.751,0.05
12:50:06.763,0.05
12:50:06.771,0.05
12:50:06.783,0.07
12:50:06.796,0.05
12:50:06.808,0.06
12:50:06.816,0.05
12:50:06.828,0.05
12:50:06.841,0.06
12:50:06.853,0.07
12:50:06.862,0.06
12:50:06.874,0.06
12:50:06.886,0.06
12:50:06.898,0.06
12:50:06.906,0.05
12:50:06.919,0.06
12:50:06.931,0.06
12:50:06.943,0.06
12:50:06.952,0.06
12:50:06.964,0.06
12:50:06.976,0.06
12:50:06.988,0.06
12:50:06.996,0.07
12:50:07.009,0.05
12:50:07.021,0.05
12:50:07.033,0.06
12:50:07.041,0.05
12:50:07.054,0.06
12:50:07.065,0.06
12:50:07.078,0.05
12:50:07.087,0.05
12:50:07.099,0.05
12:50:07.107,0.06
12:50:07.120,0.05
12:50:07.131,0.05
12:50:07.144,0.05
12:50:07.155,0.06
12:50:07.169,0.06
12:50:07.176,0.06
12:50:07.189,0.05
12:50:07.201,0.05
12:50:07.209,0.05
12:50:07.221,0.05
12:50:07.234,0.06
12:50:07.247,0.06
12:50:07.254,0.05
12:50:07.266,0.05
12:50:07.279,0.06
12:50:07.292,0.06
12:50:07.300,0.06
12:50:07.312,0.05
12:50:07.324,0.06
12:50:07.336,0.05
12:50:07.345,0.06
12:50:07.354,0.06
12:50:07.369,0.05
12:50:07.382,0.05
12:50:07.390,0.06
12:50:07.402,0.05
12:50:07.414,0.06
12:50:07.426,0.06
12:50:07.434,0.06
12:50:07.446,0.07
12:50:07.458,0.06
12:50:07.472,0.06
12:50:07.480,0.07
12:50:07.492,0.07
12:50:07.504,0.07
12:50:07.517,0.06
12:50:07.524,0.08
12:50:07.534,0.06
12:50:07.546,0.06
12:50:07.562,0.06
12:50:07.570,0.26
12:50:07.583,-0.00
12:50:07.595,0.03
12:50:07.606,0.12
12:50:07.616,0.01
12:50:07.626,0.44
12:50:07.637,0.05
12:50:07.651,0.04
12:50:07.660,0.03
12:50:07.673,0.14
12:50:07.685,0.03
12:50:07.697,0.07
12:50:07.705,0.10
12:50:07.717,0.04
12:50:07.729,0.03
12:50:07.741,0.04
12:50:07.750,0.07
12:50:07.760,0.07
12:50:07.775,0.06
12:50:07.787,0.06
12:50:07.795,0.05
12:50:07.808,0.06
12:50:07.820,0.07
12:50:07.831,0.05
12:50:07.841,0.06
12:50:07.853,0.06
12:50:07.864,0.05
12:50:07.874,0.05
12:50:07.884,0.06
12:50:07.898,0.07
12:50:07.910,0.05
12:50:07.918,0.07
12:50:07.929,0.05
12:50:07.942,0.05
12:50:07.955,0.06
12:50:07.962,0.06
12:50:07.975,0.06
12:50:07.988,0.05
12:50:08.001,0.06
12:50:08.007,0.06
12:50:08.020,0.05
12:50:08.033,0.06
12:50:08.045,0.06
12:50:08.053,0.06
12:50:08.066,0.05
12:50:08.078,0.06
12:50:08.091,0.06
12:50:08.098,-0.23
12:50:08.111,0.13
12:50:08.122,0.01
12:50:08.135,0.12
12:50:08.143,0.14
12:50:08.155,0.12
12:50:08.168,0.07
12:50:08.180,0.72
12:50:08.188,-0.27
12:50:08.200,-0.28
12:50:08.213,-0.03
12:50:08.226,0.30
12:50:08.234,0.07
12:50:08.246,-0.07
12:50:08.258,0.01
12:50:08.270,0.17
12:50:08.279,0.08
12:50:08.291,-0.01
12:50:08.303,0.06
12:50:08.315,0.47
12:50:08.324,0.21
12:50:08.336,0.09
12:50:08.349,0.11
12:50:08.360,-0.12
12:50:08.367,-0.02
12:50:08.381,0.12
12:50:08.393,0.12
12:50:08.406,0.03
12:50:08.414,0.02
12:50:08.426,0.07
12:50:08.438,0.07
12:50:08.451,0.03
12:50:08.459,0.04
12:50:08.471,0.08
12:50:08.483,0.41
12:50:08.496,0.16
12:50:08.504,0.12
12:50:08.516,0.18
12:50:08.529,-0.09
12:50:08.541,-0.04
12:50:08.548,0.12
12:50:08.561,0.13
12:50:08.573,0.02
12:50:08.586,0.02
12:50:08.593,0.08
12:50:08.606,0.08
12:50:08.618,0.03
12:50:08.628,0.05
12:50:08.639,0.95
12:50:08.651,-0.02
12:50:08.663,0.08
12:50:08.676,-0.07
12:50:08.684,0.08
12:50:08.696,0.17
12:50:08.708,0.08
12:50:08.720,-0.01
12:50:08.729,0.04
12:50:08.741,0.12
12:50:08.754,0.07
12:50:08.765,0.02
12:50:08.774,0.05
12:50:08.787,0.09
12:50:08.799,0.06
12:50:08.806,0.03
12:50:08.820,0.05
12:50:08.832,0.08
12:50:08.844,0.07
12:50:08.852,0.05
12:50:08.865,0.05
12:50:08.876,0.07
12:50:08.888,0.07
12:50:08.897,0.05
12:50:08.909,0.05
12:50:08.919,0.07
12:50:08.934,0.06
12:50:08.941,0.05
12:50:08.955,0.07
12:50:08.967,0.05
12:50:08.979,0.06
12:50:08.987,0.06
12:50:08.999,0.06
12:50:09.012,0.06
12:50:09.024,0.05
12:50:09.032,0.06
12:50:09.044,0.05
12:50:09.055,0.05
12:50:09.069,0.05
12:50:09.078,0.06
12:50:09.090,0.06
12:50:09.102,0.06
12:50:09.114,0.05
12:50:09.122,0.06
12:50:09.134,0.05
12:50:09.145,0.05
12:50:09.160,0.06
12:50:09.167,0.05
12:50:09.180,0.06
12:50:09.191,0.05
12:50:09.204,0.06
12:50:09.213,0.05
12:50:09.225,0.05
12:50:09.237,0.06
12:50:09.249,0.06
12:50:09.258,0.06
12:50:09.270,0.05
12:50:09.282,0.06
12:50:09.294,0.06
12:50:09.303,0.06
12:50:09.314,0.05
12:50:09.327,0.05
12:50:09.339,0.06
12:50:09.348,0.06
12:50:09.360,0.06
12:50:09.372,0.06
12:50:09.384,0.05
12:50:09.393,0.05
12:50:09.404,0.06
12:50:09.418,0.06
12:50:09.430,0.05
12:50:09.438,0.06
12:50:09.450,0.05
12:50:09.462,0.05
12:50:09.474,0.04
12:50:09.483,0.05
12:50:09.494,0.05
12:50:09.507,0.05
12:50:09.516,0.06
12:50:09.527,0.06
12:50:09.540,0.06
12:50:09.552,0.05
12:50:09.559,0.05
12:50:09.572,0.06
12:50:09.585,0.04
12:50:09.597,0.05
12:50:09.606,0.06
12:50:09.619,0.06
12:50:09.631,0.06
12:50:09.642,0.06
12:50:09.651,0.05
12:50:09.663,0.06
12:50:09.675,0.06
12:50:09.688,0.05
12:50:09.696,0.05
12:50:09.708,0.05
12:50:09.721,0.05
12:50:09.732,0.05
12:50:09.741,0.05
12:50:09.753,0.05
12:50:09.765,0.06
12:50:09.778,0.06
12:50:09.786,0.05
12:50:09.798,0.05
12:50:09.810,0.06
12:50:09.822,0.06
12:50:09.831,0.05
12:50:09.844,0.06
12:50:09.855,0.06
12:50:09.868,0.05
12:50:09.876,0.06
12:50:09.889,0.05
12:50:09.900,0.06
12:50:09.912,0.06
12:50:09.920,0.05
12:50:09.933,0.06
12:50:09.944,0.05
12:50:09.957,0.05
12:50:09.966,0.06
12:50:09.978,0.05
12:50:09.991,0.07
12:50:10.003,0.06
12:50:10.012,0.06
12:50:10.023,0.06
12:50:10.036,0.06
12:50:10.046,0.05
12:50:10.057,0.06
12:50:10.068,0.05
12:50:10.081,0.07
12:50:10.092,0.05
12:50:10.102,0.06
12:50:10.114,0.06
12:50:10.125,0.05
12:50:10.134,0.06
12:50:10.147,0.06
12:50:10.159,0.06
12:50:10.171,0.05
12:50:10.179,0.05
12:50:10.191,0.05
12:50:10.203,0.06
12:50:10.215,0.06
12:50:10.223,0.06
12:50:10.237,0.06
12:50:10.249,0.06
12:50:10.261,0.05
12:50:10.268,0.06
12:50:10.280,0.05
12:50:10.294,0.05
12:50:10.304,0.06
12:50:10.314,0.05
12:50:10.327,0.06
12:50:10.339,0.06
12:50:10.347,0.06
12:50:10.360,0.06
12:50:10.371,0.05
12:50:10.383,0.05
12:50:10.396,0.06
12:50:10.404,0.06
12:50:10.417,0.06
12:50:10.427,0.06
12:50:10.442,0.06
12:50:10.450,0.05
12:50:10.461,0.06
12:50:10.474,0.05
12:50:10.486,0.06
12:50:10.495,0.05
12:50:10.506,0.05
12:50:10.518,0.06
12:50:10.531,0.05
12:50:10.540,0.05
12:50:10.552,0.06
12:50:10.564,0.06
12:50:10.574,0.05
12:50:10.584,0.05
12:50:10.594,0.05
12:50:10.604,0.05
12:50:10.621,0.06
12:50:10.625,0.06
12:50:10.642,0.07
12:50:10.655,0.05
12:50:10.669,0.05
12:50:10.675,0.05
12:50:10.687,0.05
12:50:10.699,0.06
12:50:10.711,0.05
12:50:10.720,0.05
12:50:10.732,0.06
12:50:10.745,0.05
12:50:10.757,0.07
12:50:10.765,0.05
12:50:10.774,0.06
12:50:10.789,0.06
12:50:10.795,0.06
12:50:10.810,0.05
12:50:10.822,0.05
12:50:10.834,0.06
12:50:10.843,0.07
12:50:10.854,0.05
12:50:10.866,0.05
12:50:10.878,0.06
12:50:10.884,0.05
12:50:10.897,0.05
12:50:10.909,0.05
12:50:10.924,0.05
12:50:10.933,0.05
12:50:10.945,0.06
12:50:10.957,0.06
12:50:10.970,0.06
12:50:10.977,0.05
12:50:10.989,0.05
12:50:11.001,0.05
12:50:11.014,0.06
12:50:11.020,0.07
12:50:11.035,0.06
