timestamp,z
12:55:33.420,X Y Z Magnitude
12:55:33.425,0.01
12:55:33.433,1.00
12:55:33.443,-1.97
12:55:33.458,1.00
12:55:33.469,-2.23
12:55:33.478,1.00
12:55:33.490,-2.20
12:55:33.503,0.23
12:55:33.515,-1.16
12:55:33.523,1.00
12:55:33.536,-1.25
12:55:33.548,1.00
12:55:33.560,-1.28
12:55:33.569,1.00
12:55:33.581,-1.00
12:55:33.593,1.00
12:55:33.605,-1.70
12:55:33.614,1.00
12:55:33.626,-1.41
12:55:33.638,0.91
12:55:33.646,-0.72
12:55:33.658,0.36
12:55:33.671,-1.22
12:55:33.683,1.00
12:55:33.692,-1.33
12:55:33.704,0.71
12:55:33.716,-0.83
12:55:33.729,0.65
12:55:33.737,0.23
12:55:33.748,1.00
12:55:33.761,-0.84
12:55:33.773,-0.04
12:55:33.785,-0.78
12:55:33.794,-0.00
12:55:33.806,-0.60
12:55:33.818,-0.84
12:55:33.831,-1.06
12:55:33.839,-0.79
12:55:33.851,-0.14
12:55:33.863,0.18
12:55:33.876,0.61
12:55:33.884,0.49
12:55:33.896,1.00
12:55:33.909,0.07
12:55:33.917,0.98
12:55:33.929,-1.00
12:55:33.942,1.00
12:55:33.954,-0.83
12:55:33.965,-0.43
12:55:33.974,-0.79
12:55:33.986,0.60
12:55:33.999,-0.48
12:55:34.011,1.00
12:55:34.019,-1.35
12:55:34.031,0.94
12:55:34.044,-1.43
12:55:34.053,0.96
12:55:34.064,-1.22
12:55:34.076,1.00
12:55:34.088,-1.17
12:55:34.100,0.62
12:55:34.109,-0.92
12:55:34.122,1.00
12:55:34.133,-0.78
12:55:34.143,-0.76
12:55:34.154,-1.30
12:55:34.166,1.00
12:55:34.179,-0.87
12:55:34.191,0.65
12:55:34.199,-0.22
12:55:34.212,0.96
12:55:34.224,0.60
12:55:34.235,0.29
12:55:34.245,-0.46
12:55:34.257,-1.08
12:55:34.269,-0.64
12:55:34.281,-1.36
12:55:34.289,-1.40
12:55:34.301,-1.25
12:55:34.313,-0.36
12:55:34.326,-0.75
12:55:34.333,0.58
12:55:34.346,-0.30
12:55:34.359,0.61
12:55:34.371,0.17
12:55:34.378,1.00
12:55:34.391,-1.15
12:55:34.403,1.00
12:55:34.416,-1.17
12:55:34.424,0.44
12:55:34.434,-0.92
12:55:34.447,0.37
12:55:34.462,-0.42
12:55:34.470,1.00
12:55:34.482,-1.09
12:55:34.494,0.95
12:55:34.506,-1.14
12:55:34.515,1.00
12:55:34.527,-1.04
12:55:34.539,1.00
12:55:34.551,-0.89
12:55:34.560,1.00
12:55:34.572,-0.90
12:55:34.584,0.08
12:55:34.597,-0.75
12:55:34.603,1.00
12:55:34.617,-1.40
12:55:34.629,1.00
12:55:34.641,-1.23
12:55:34.649,0.94
12:55:34.662,-0.37
12:55:34.674,0.44
12:55:34.683,-1.01
12:55:34.695,1.00
12:55:34.707,-0.43
12:55:34.718,-0.72
12:55:34.732,-0.38
12:55:34.740,-0.81
12:55:34.752,-0.68
12:55:34.763,-1.14
12:55:34.774,-0.72
12:55:34.785,0.42
12:55:34.797,0.41
12:55:34.809,0.24
12:55:34.822,0.23
12:55:34.830,-0.28
12:55:34.842,1.00
12:55:34.854,-0.65
12:55:34.867,-0.12
12:55:34.875,-1.48
12:55:34.888,0.14
12:55:34.900,-1.20
12:55:34.912,-0.01
12:55:34.920,-1.25
12:55:34.933,1.00
12:55:34.945,-0.84
12:55:34.957,1.00
12:55:34.965,-0.60
12:55:34.977,1.00
12:55:34.990,-0.99
12:55:35.002,0.89
12:55:35.010,-1.27
12:55:35.023,1.00
12:55:35.035,-0.91
12:55:35.046,1.00
12:55:35.053,-0.60
12:55:35.068,1.00
12:55:35.080,-0.95
12:55:35.092,1.00
12:55:35.101,-1.32
12:55:35.113,0.94
12:55:35.125,-0.03
12:55:35.137,0.75
12:55:35.145,-1.45
12:55:35.158,0.70
12:55:35.170,-0.83
12:55:35.182,-0.88
12:55:35.191,-0.52
12:55:35.203,-0.75
12:55:35.215,-0.19
12:55:35.227,-0.79
12:55:35.234,-1.07
12:55:35.247,0.11
12:55:35.259,0.66
12:55:35.271,0.31
12:55:35.280,0.83
12:55:35.293,0.01
12:55:35.305,1.00
12:55:35.317,-0.21
12:55:35.326,0.23
12:55:35.338,-1.08
12:55:35.350,-0.21
12:55:35.363,-1.04
12:55:35.370,0.50
12:55:35.383,-0.94
12:55:35.395,0.89
12:55:35.408,-0.33
12:55:35.416,1.00
12:55:35.428,-0.18
12:55:35.440,1.00
12:55:35.453,-0.51
12:55:35.460,0.77
12:55:35.473,-1.62
12:55:35.485,0.88
12:55:35.498,-1.65
12:55:35.506,1.00
12:55:35.518,-1.11
12:55:35.531,1.00
12:55:35.543,-0.72
12:55:35.551,1.00
12:55:35.563,-0.77
12:55:35.576,1.00
12:55:35.587,-0.89
12:55:35.593,0.52
12:55:35.607,-1.70
12:55:35.621,0.12
12:55:35.633,-0.63
12:55:35.640,0.49
12:55:35.654,0.04
12:55:35.666,1.00
12:55:35.674,0.12
12:55:35.686,1.00
12:55:35.698,-0.37
12:55:35.710,-0.60
12:55:35.717,-0.19
12:55:35.728,0.23
12:55:35.743,-1.09
12:55:35.756,0.25
12:55:35.764,-1.51
12:55:35.776,0.55
12:55:35.789,0.18
12:55:35.801,-0.47
12:55:35.806,-0.14
12:55:35.822,-1.39
12:55:35.834,0.36
12:55:35.846,0.44
12:55:35.854,-0.15
12:55:35.866,-0.66
12:55:35.878,1.00
12:55:35.891,0.36
12:55:35.897,1.00
12:55:35.911,-0.77
12:55:35.924,1.00
12:55:35.935,-2.04
12:55:35.944,1.00
12:55:35.957,-1.62
12:55:35.969,1.00
12:55:35.980,-0.63
12:55:35.989,1.00
12:55:36.000,-0.28
12:55:36.014,1.00
12:55:36.026,-0.39
12:55:36.033,0.83
12:55:36.046,-1.13
12:55:36.059,0.65
12:55:36.069,-1.52
12:55:36.083,0.45
12:55:36.092,-1.01
12:55:36.104,0.89
12:55:36.116,-0.22
12:55:36.128,1.00
12:55:36.136,-0.08
12:55:36.149,1.00
12:55:36.161,0.24
12:55:36.173,0.55
12:55:36.182,-0.32
12:55:36.193,-0.30
12:55:36.206,-1.20
12:55:36.216,-0.13
12:55:36.227,-1.20
12:55:36.239,0.04
12:55:36.252,0.15
12:55:36.263,-0.23
12:55:36.272,0.41
12:55:36.285,-1.64
12:55:36.296,0.62
12:55:36.307,0.04
12:55:36.317,0.99
12:55:36.329,-0.87
12:55:36.341,1.00
12:55:36.353,-0.25
12:55:36.361,1.00
12:55:36.375,-0.55
12:55:36.387,0.99
12:55:36.398,-1.25
12:55:36.405,1.00
12:55:36.420,-1.79
12:55:36.431,0.83
12:55:36.443,-1.12
12:55:36.452,1.00
12:55:36.464,-1.03
12:55:36.477,1.00
12:55:36.483,-1.21
12:55:36.493,1.00
12:55:36.506,-0.49
12:55:36.522,1.00
12:55:36.530,-1.18
12:55:36.542,0.42
12:55:36.554,-1.63
12:55:36.566,0.91
12:55:36.575,-0.42
12:55:36.587,1.00
12:55:36.600,-0.33
12:55:36.612,1.00
12:55:36.618,0.09
12:55:36.632,1.00
12:55:36.644,-0.86
12:55:36.655,0.01
12:55:36.665,-1.57
12:55:36.677,0.11
12:55:36.690,-1.28
12:55:36.701,-0.15
12:55:36.710,-0.36
12:55:36.723,1.00
12:55:36.734,0.64
12:55:36.747,1.00
12:55:36.755,0.22
12:55:36.768,0.22
12:55:36.780,0.43
12:55:36.791,-0.55
12:55:36.800,-1.03
12:55:36.812,-0.13
12:55:36.825,0.36
12:55:36.837,0.60
12:55:36.845,-0.11
12:55:36.857,0.02
12:55:36.870,1.00
12:55:36.882,-0.81
12:55:36.890,0.50
12:55:36.903,-0.62
12:55:36.915,0.50
12:55:36.927,-1.33
12:55:36.933,1.00
12:55:36.948,-1.00
12:55:36.960,1.00
12:55:36.973,0.01
12:55:36.981,1.00
12:55:36.993,-1.81
12:55:37.005,1.00
12:55:37.018,-2.50
12:55:37.025,1.00
12:55:37.038,-1.37
12:55:37.050,0.65
12:55:37.063,-0.57
12:55:37.070,1.00
12:55:37.083,-0.22
12:55:37.095,1.00
12:55:37.108,-0.84
12:55:37.115,0.72
12:55:37.128,-1.34
12:55:37.137,-0.06
12:55:37.153,-2.12
12:55:37.157,1.00
12:55:37.173,-1.63
12:55:37.185,0.97
12:55:37.198,0.72
12:55:37.205,0.15
12:55:37.217,0.28
12:55:37.230,-0.65
12:55:37.242,1.00
12:55:37.251,-0.88
12:55:37.263,0.48
12:55:37.275,-0.90
12:55:37.287,-1.21
12:55:37.295,0.25
12:55:37.307,-0.20
12:55:37.320,-0.73
12:55:37.333,1.00
12:55:37.341,-1.62
12:55:37.353,0.91
12:55:37.363,0.23
12:55:37.375,0.35
12:55:37.386,-0.52
12:55:37.399,1.00
12:55:37.411,-1.42
12:55:37.423,1.00
12:55:37.431,-0.68
12:55:37.443,1.00
12:55:37.453,-0.27
12:55:37.468,1.00
12:55:37.476,-1.74
12:55:37.488,1.00
12:55:37.500,-1.66
12:55:37.513,0.24
12:55:37.521,-2.05
12:55:37.533,1.00
12:55:37.546,-1.10
12:55:37.554,1.00
12:55:37.566,-1.67
12:55:37.579,1.00
12:55:37.591,-0.53
12:55:37.603,0.35
12:55:37.612,-2.50
12:55:37.623,-0.88
12:55:37.635,-2.07
12:55:37.648,0.83
12:55:37.653,0.33
12:55:37.668,0.99
12:55:37.681,0.81
12:55:37.693,-0.56
12:55:37.701,-0.45
12:55:37.714,-1.16
12:55:37.726,-0.49
12:55:37.738,-0.93
12:55:37.746,0.33
12:55:37.759,-0.90
12:55:37.770,0.04
12:55:37.783,-0.51
12:55:37.791,1.00
12:55:37.804,0.81
12:55:37.816,1.00
12:55:37.828,0.29
12:55:37.836,0.58
12:55:37.848,-1.41
12:55:37.861,1.00
12:55:37.873,-0.51
12:55:37.878,1.00
12:55:37.894,-0.90
12:55:37.906,1.00
12:55:37.918,-0.56
12:55:37.927,1.00
12:55:37.939,-1.95
12:55:37.951,1.00
12:55:37.963,-0.08
12:55:37.972,0.27
12:55:37.983,-1.41
12:55:37.994,0.50
12:55:38.008,-0.73
12:55:38.017,0.21
12:55:38.029,-0.21
12:55:38.041,0.01
12:55:38.054,-0.85
12:55:38.062,1.00
12:55:38.074,-2.03
12:55:38.086,0.99
12:55:38.098,-1.43
12:55:38.107,-0.24
12:55:38.117,-0.18
12:55:38.132,0.54
12:55:38.144,1.00
12:55:38.151,0.45
12:55:38.165,-0.25
12:55:38.177,-0.19
12:55:38.188,0.06
12:55:38.197,-1.57
12:55:38.209,-1.46
12:55:38.221,-1.12
12:55:38.234,-0.44
12:55:38.246,-0.13
12:55:38.255,0.66
12:55:38.266,0.03
12:55:38.278,1.00
12:55:38.287,0.18
12:55:38.299,0.72
12:55:38.312,-1.05
12:55:38.324,1.00
12:55:38.332,-1.37
12:55:38.344,1.00
12:55:38.357,0.12
12:55:38.369,1.00
12:55:38.377,-0.36
12:55:38.390,1.00
12:55:38.401,-1.62
12:55:38.414,0.97
12:55:38.422,-0.49
12:55:38.433,0.97
12:55:38.447,-1.23
12:55:38.458,1.00
12:55:38.468,-0.78
12:55:38.479,0.25
12:55:38.492,-0.23
12:55:38.504,1.00
12:55:38.511,-0.40
12:55:38.525,0.82
12:55:38.537,-1.20
12:55:38.549,0.85
12:55:38.556,0.87
12:55:38.570,0.34
12:55:38.582,-1.56
12:55:38.594,0.33
12:55:38.602,-0.41
12:55:38.615,0.66
12:55:38.625,0.12
12:55:38.639,-0.91
12:55:38.647,0.39
12:55:38.660,0.11
12:55:38.672,-0.47
12:55:38.684,-0.90
12:55:38.693,0.61
12:55:38.703,-0.43
12:55:38.718,1.00
12:55:38.730,-0.47
