timestamp,z
12:51:41.788,X Y Z Magnitude
12:51:41.793,1.00
12:51:41.800,-3.00
12:51:41.813,1.00
12:51:41.825,-2.69
12:51:41.834,-1.59
12:51:41.846,-3.00
12:51:41.859,1.00
12:51:41.871,-0.19
12:51:41.883,-0.57
12:51:41.889,1.00
12:51:41.901,1.00
12:51:41.916,1.00
12:51:41.927,-0.39
12:51:41.936,1.00
12:51:41.948,-3.00
12:51:41.961,1.00
12:51:41.972,-1.66
12:51:41.980,0.99
12:51:41.994,-3.00
12:51:42.005,1.00
12:51:42.018,1.00
12:51:42.027,1.00
12:51:42.039,-1.00
12:51:42.051,-0.65
12:51:42.063,-3.00
12:51:42.072,1.00
12:51:42.084,-3.00
12:51:42.096,1.00
12:51:42.108,-2.72
12:51:42.116,1.00
12:51:42.128,-3.00
12:51:42.140,1.00
12:51:42.152,-3.00
12:51:42.161,1.00
12:51:42.174,-3.00
12:51:42.186,1.00
12:51:42.198,-3.00
12:51:42.207,0.39
12:51:42.219,-3.00
12:51:42.231,1.00
12:51:42.243,0.00
12:51:42.251,1.00
12:51:42.260,-1.98
12:51:42.276,1.00
12:51:42.288,-1.03
12:51:42.296,1.00
12:51:42.303,0.98
12:51:42.321,0.56
12:51:42.330,-0.60
12:51:42.341,1.00
12:51:42.354,0.45
12:51:42.366,-0.64
12:51:42.378,1.00
12:51:42.387,1.00
12:51:42.398,-0.22
12:51:42.410,-1.08
12:51:42.420,1.00
12:51:42.431,-0.80
12:51:42.443,-3.00
12:51:42.454,-1.67
12:51:42.469,-0.81
12:51:42.477,0.95
12:51:42.489,0.50
12:51:42.501,-2.02
12:51:42.510,1.00
12:51:42.520,0.77
12:51:42.534,1.00
12:51:42.547,-3.00
12:51:42.554,1.00
12:51:42.567,-3.00
12:51:42.579,1.00
12:51:42.591,-3.00
12:51:42.600,1.00
12:51:42.612,-3.00
12:51:42.625,1.00
12:51:42.637,-3.00
12:51:42.645,1.00
12:51:42.657,-1.98
12:51:42.669,1.00
